HUMAN00001	ENSG00000186092
HUMAN22489	ENSG00000187689
HUMAN22490	ENSG00000178522
HUMAN22491	ENSG00000132464
HUMAN22492	ENSG00000132465
HUMAN22494	ENSG00000132467
HUMAN22496	ENSG00000018189
HUMAN22498	ENSG00000132463
HUMAN22499	ENSG00000173542
HUMAN22501	ENSG00000156136
HUMAN22502	ENSG00000080493
HUMAN22504	ENSG00000145321
HUMAN22505	ENSG00000056291
HUMAN22506	ENSG00000156140
HUMAN22507	ENSG00000163626
HUMAN22508	ENSG00000132466
HUMAN22509	ENSG00000163631
HUMAN22510	ENSG00000081051
HUMAN22511	ENSG00000079557
HUMAN22512	ENSG00000169435
HUMAN22513	ENSG00000169429
HUMAN22514	ENSG00000124875
HUMAN22515	ENSG00000109272
HUMAN22516	ENSG00000163739
HUMAN22517	ENSG00000163737
HUMAN22518	ENSG00000163736
HUMAN22519	ENSG00000163735
HUMAN22520	ENSG00000163734
HUMAN22521	ENSG00000081041
HUMAN22523	ENSG00000163738
HUMAN22524	ENSG00000182585
HUMAN22525	ENSG00000124882
HUMAN22526	ENSG00000109321
HUMAN22528	ENSG00000174808
HUMAN22529	ENSG00000169116
HUMAN22530	ENSG00000163743
HUMAN22534	ENSG00000174796
HUMAN22538	ENSG00000174792
HUMAN22539	ENSG00000138769
HUMAN22540	ENSG00000138757
HUMAN22541	ENSG00000138768
HUMAN22542	ENSG00000156194
HUMAN22543	ENSG00000138744
HUMAN22546	ENSG00000198301
HUMAN22550	ENSG00000138755
HUMAN22551	ENSG00000156219
HUMAN22552	ENSG00000169245
HUMAN22553	ENSG00000169248
HUMAN22554	ENSG00000138750
HUMAN22557	ENSG00000138760
HUMAN22561	ENSG00000189157
HUMAN22564	ENSG00000118804
HUMAN22565	ENSG00000163749
HUMAN22567	ENSG00000138771
HUMAN22568	ENSG00000186212
HUMAN22569	ENSG00000138758
HUMAN22570	ENSG00000118816
HUMAN22572	ENSG00000138764
HUMAN22574	ENSG00000156234
HUMAN22575	ENSG00000138767
HUMAN22576	ENSG00000169288
HUMAN22577	ENSG00000138759
HUMAN22580	ENSG00000138772
HUMAN22581	ENSG00000138756
HUMAN22582	ENSG00000163291
HUMAN22584	ENSG00000156269
HUMAN22585	ENSG00000196475
HUMAN22587	ENSG00000163297
HUMAN22588	ENSG00000152784
HUMAN22589	ENSG00000138675
HUMAN22591	ENSG00000197826
HUMAN22592	ENSG00000152785
HUMAN22593	ENSG00000138669
HUMAN22594	ENSG00000138670
HUMAN22600	ENSG00000138668
HUMAN22601	ENSG00000152795
HUMAN22602	ENSG00000145293
HUMAN22603	ENSG00000249242
HUMAN22604	ENSG00000145284
HUMAN22606	ENSG00000138674
HUMAN22608	ENSG00000168152
HUMAN22610	ENSG00000189308
HUMAN22613	ENSG00000138663
HUMAN22614	ENSG00000145287
HUMAN22615	ENSG00000173085
HUMAN22616	ENSG00000173083
HUMAN22617	ENSG00000163312
HUMAN22618	ENSG00000163319
HUMAN22619	ENSG00000163322
HUMAN22625	ENSG00000138678
HUMAN22626	ENSG00000163623
HUMAN22627	ENSG00000163624
HUMAN22628	ENSG00000163625
HUMAN22630	ENSG00000138639
HUMAN22631	ENSG00000109339
HUMAN22632	ENSG00000163629
HUMAN22634	ENSG00000145283
HUMAN22635	ENSG00000163633
HUMAN22637	ENSG00000172493
HUMAN22639	ENSG00000145332
HUMAN22640	ENSG00000170509
HUMAN22641	ENSG00000198189
HUMAN22642	ENSG00000170502
HUMAN22643	ENSG00000152583
HUMAN22644	ENSG00000152591
HUMAN22645	ENSG00000152592
HUMAN22646	ENSG00000029559
HUMAN22647	ENSG00000152595
HUMAN22649	ENSG00000118785
HUMAN22650	ENSG00000118762
HUMAN22651	ENSG00000118777
HUMAN22653	ENSG00000163644
HUMAN22654	ENSG00000138642
HUMAN22655	ENSG00000138646
HUMAN22656	ENSG00000145337
HUMAN22657	ENSG00000138641
HUMAN22658	ENSG00000255072
HUMAN22659	ENSG00000177432
HUMAN22660	ENSG00000138640
HUMAN22662	ENSG00000180346
HUMAN22663	ENSG00000185477
HUMAN22664	ENSG00000145335
HUMAN22666	ENSG00000138722
HUMAN22667	ENSG00000184305
HUMAN22672	ENSG00000152208
HUMAN22675	ENSG00000172238
HUMAN22676	ENSG00000163104
HUMAN22678	ENSG00000163106
HUMAN22682	ENSG00000163110
HUMAN22685	ENSG00000138696
HUMAN22686	ENSG00000182168
HUMAN22687	ENSG00000163114
HUMAN22689	ENSG00000163116
HUMAN22691	ENSG00000138698
HUMAN22693	ENSG00000168785
HUMAN22697	ENSG00000151247
HUMAN22698	ENSG00000164024
HUMAN22701	ENSG00000197894
HUMAN22702	ENSG00000198099
HUMAN22704	ENSG00000172955
HUMAN22705	ENSG00000187758
HUMAN22706	ENSG00000196616
HUMAN22707	ENSG00000248144
HUMAN22708	ENSG00000196344
HUMAN22709	ENSG00000138813
HUMAN22710	ENSG00000145331
HUMAN22717	ENSG00000138823
HUMAN22719	ENSG00000248713
HUMAN22720	ENSG00000070190
HUMAN22721	ENSG00000109270
HUMAN22722	ENSG00000164031
HUMAN22725	ENSG00000164032
HUMAN22726	ENSG00000145358
HUMAN22727	ENSG00000164035
HUMAN22728	ENSG00000138814
HUMAN22730	ENSG00000153064
HUMAN22731	ENSG00000138821
HUMAN22732	ENSG00000109320
HUMAN22734	ENSG00000109323
HUMAN22736	ENSG00000109332
HUMAN22740	ENSG00000145354
HUMAN22743	ENSG00000164037
HUMAN22744	ENSG00000164038
HUMAN22747	ENSG00000164039
HUMAN22749	ENSG00000138778
HUMAN22750	ENSG00000169836
HUMAN22751	ENSG00000168772
HUMAN22752	ENSG00000168769
HUMAN22753	ENSG00000138777
HUMAN22755	ENSG00000236699
HUMAN22756	ENSG00000138785
HUMAN22758	ENSG00000138780
HUMAN22759	ENSG00000168743
HUMAN22762	ENSG00000145348
HUMAN22764	ENSG00000164022
HUMAN22765	ENSG00000250298
HUMAN22767	ENSG00000155011
HUMAN22768	ENSG00000138801
HUMAN22769	ENSG00000164023
HUMAN22770	ENSG00000155016
HUMAN22771	ENSG00000138796
HUMAN22774	ENSG00000138795
HUMAN22775	ENSG00000109475
HUMAN22776	ENSG00000198856
HUMAN22777	ENSG00000164089
HUMAN22779	ENSG00000188517
HUMAN22780	ENSG00000138802
HUMAN22781	ENSG00000005059
HUMAN22782	ENSG00000138794
HUMAN22783	ENSG00000123739
HUMAN22784	ENSG00000205403
HUMAN22785	ENSG00000109534
HUMAN22786	ENSG00000180245
HUMAN22787	ENSG00000183423
HUMAN22788	ENSG00000138798
HUMAN22789	ENSG00000170522
HUMAN22790	ENSG00000138792
HUMAN22791	ENSG00000164093
HUMAN22794	ENSG00000174749
HUMAN22795	ENSG00000138660
HUMAN22796	ENSG00000145365
HUMAN22797	ENSG00000073331
HUMAN22798	ENSG00000178403
HUMAN22799	ENSG00000138658
HUMAN22803	ENSG00000174720
HUMAN22804	ENSG00000145362
HUMAN22808	ENSG00000145349
HUMAN22809	ENSG00000180801
HUMAN22810	ENSG00000174607
HUMAN22811	ENSG00000138653
HUMAN22813	ENSG00000174599
HUMAN22814	ENSG00000164100
HUMAN22815	ENSG00000164099
HUMAN22816	ENSG00000145388
HUMAN22818	ENSG00000150961
HUMAN22821	ENSG00000172403
HUMAN22822	ENSG00000172399
HUMAN22823	ENSG00000145390
HUMAN22824	ENSG00000164096
HUMAN22825	ENSG00000145384
HUMAN22826	ENSG00000138735
HUMAN22827	ENSG00000164109
HUMAN22828	ENSG00000138738
HUMAN22830	ENSG00000173376
HUMAN22831	ENSG00000050730
HUMAN22833	ENSG00000186867
HUMAN22834	ENSG00000164111
HUMAN22835	ENSG00000164112
HUMAN22836	ENSG00000123737
HUMAN22837	ENSG00000145386
HUMAN22838	ENSG00000138686
HUMAN22839	ENSG00000138741
HUMAN22840	ENSG00000138688
HUMAN22842	ENSG00000164113
HUMAN22843	ENSG00000109471
HUMAN22844	ENSG00000138684
HUMAN22845	ENSG00000181004
HUMAN22846	ENSG00000138685
HUMAN22848	ENSG00000170917
HUMAN22849	ENSG00000145375
HUMAN22850	ENSG00000164056
HUMAN22851	ENSG00000151458
HUMAN22852	ENSG00000196159
HUMAN22854	ENSG00000164066
HUMAN22855	ENSG00000151475
HUMAN22856	ENSG00000164070
HUMAN22857	ENSG00000142731
HUMAN22858	ENSG00000164073
HUMAN22860	ENSG00000164074
HUMAN22861	ENSG00000138709
HUMAN22862	ENSG00000164040
HUMAN22864	ENSG00000077684
HUMAN22865	ENSG00000151466
HUMAN22867	ENSG00000151470
HUMAN22868	ENSG00000138650
HUMAN22869	ENSG00000254535
HUMAN22870	ENSG00000189184
HUMAN22872	ENSG00000151012
HUMAN22873	ENSG00000151014
HUMAN22874	ENSG00000109381
HUMAN22877	ENSG00000137463
HUMAN22878	ENSG00000109390
HUMAN22879	ENSG00000164134
HUMAN22881	ENSG00000172007
HUMAN22883	ENSG00000145391
HUMAN22885	ENSG00000085871
HUMAN22886	ENSG00000196782
HUMAN22888	ENSG00000153130
HUMAN22890	ENSG00000153132
HUMAN22891	ENSG00000205301
HUMAN22892	ENSG00000179387
HUMAN22893	ENSG00000109424
HUMAN22894	ENSG00000109436
HUMAN22895	ENSG00000170153
HUMAN22896	ENSG00000109445
HUMAN22897	ENSG00000164136
HUMAN22898	ENSG00000109452
HUMAN22902	ENSG00000170185
HUMAN22903	ENSG00000109458
HUMAN22905	ENSG00000153147
HUMAN22906	ENSG00000183090
HUMAN22907	ENSG00000197465
HUMAN22910	ENSG00000250361
HUMAN22913	ENSG00000170180
HUMAN22915	ENSG00000164161
HUMAN22917	ENSG00000164162
HUMAN22919	ENSG00000164163
HUMAN22920	ENSG00000164164
HUMAN22921	ENSG00000170365
HUMAN22922	ENSG00000151611
HUMAN22923	ENSG00000237136
HUMAN22925	ENSG00000151612
HUMAN22926	ENSG00000164167
HUMAN22927	ENSG00000250673
HUMAN22929	ENSG00000120519
HUMAN22930	ENSG00000151615
HUMAN22931	ENSG00000137473
HUMAN22933	ENSG00000151617
HUMAN22934	ENSG00000164168
HUMAN22935	ENSG00000164169
HUMAN22936	ENSG00000071205
HUMAN22937	ENSG00000151623
HUMAN22938	ENSG00000234828
HUMAN22939	ENSG00000170390
HUMAN22940	ENSG00000198589
HUMAN22942	ENSG00000181541
HUMAN22943	ENSG00000145425
HUMAN22944	ENSG00000109686
HUMAN22946	ENSG00000189099
HUMAN22947	ENSG00000164142
HUMAN22948	ENSG00000059691
HUMAN22950	ENSG00000109670
HUMAN22951	ENSG00000170006
HUMAN22952	ENSG00000169989
HUMAN22953	ENSG00000164144
HUMAN22954	ENSG00000137460
HUMAN22955	ENSG00000109654
HUMAN22957	ENSG00000121211
HUMAN22959	ENSG00000121210
HUMAN22960	ENSG00000137462
HUMAN22961	ENSG00000145428
HUMAN22963	ENSG00000145423
HUMAN22964	ENSG00000197410
HUMAN22966	ENSG00000171566
HUMAN22969	ENSG00000171564
HUMAN22971	ENSG00000171560
HUMAN22972	ENSG00000171557
HUMAN22973	ENSG00000121207
HUMAN22974	ENSG00000151962
HUMAN22975	ENSG00000185149
HUMAN22976	ENSG00000164114
HUMAN22978	ENSG00000164116
HUMAN22979	ENSG00000061918
HUMAN22980	ENSG00000256394
HUMAN22981	ENSG00000151790
HUMAN22982	ENSG00000256043
HUMAN22983	ENSG00000145431
HUMAN22985	ENSG00000109738
HUMAN22987	ENSG00000120251
HUMAN22988	ENSG00000164125
HUMAN22991	ENSG00000164124
HUMAN22993	ENSG00000171509
HUMAN22994	ENSG00000205208
HUMAN22995	ENSG00000171503
HUMAN22996	ENSG00000171497
HUMAN22998	ENSG00000052795
HUMAN23000	ENSG00000164123
HUMAN23003	ENSG00000109756
HUMAN23005	ENSG00000168843
HUMAN23008	ENSG00000145414
HUMAN23009	ENSG00000164128
HUMAN23010	ENSG00000164129
HUMAN23011	ENSG00000151005
HUMAN23012	ENSG00000198498
HUMAN23015	ENSG00000145416
HUMAN23017	ENSG00000248771
HUMAN23018	ENSG00000248329
HUMAN23019	ENSG00000183439
HUMAN23020	ENSG00000250486
HUMAN23021	ENSG00000176979
HUMAN23022	ENSG00000170088
HUMAN23024	ENSG00000109466
HUMAN23025	ENSG00000229894
HUMAN23026	ENSG00000052802
HUMAN23027	ENSG00000109472
HUMAN23029	ENSG00000038295
HUMAN23030	ENSG00000196104
HUMAN23032	ENSG00000109511
HUMAN23033	ENSG00000137628
HUMAN23035	ENSG00000181381
HUMAN23036	ENSG00000129116
HUMAN23038	ENSG00000145439
HUMAN23041	ENSG00000154447
HUMAN23042	ENSG00000137601
HUMAN23043	ENSG00000109572
HUMAN23044	ENSG00000056050
HUMAN23045	ENSG00000198948
HUMAN23046	ENSG00000109576
HUMAN23048	ENSG00000174473
HUMAN23051	ENSG00000109586
HUMAN23052	ENSG00000164104
HUMAN23053	ENSG00000164105
HUMAN23054	ENSG00000164106
HUMAN23056	ENSG00000164107
HUMAN23057	ENSG00000164117
HUMAN23059	ENSG00000164118
HUMAN23060	ENSG00000164120
HUMAN23062	ENSG00000145451
HUMAN23063	ENSG00000168594
HUMAN23064	ENSG00000150625
HUMAN23065	ENSG00000150627
HUMAN23066	ENSG00000150628
HUMAN23067	ENSG00000164122
HUMAN23068	ENSG00000129128
HUMAN23069	ENSG00000150630
HUMAN23070	ENSG00000109674
HUMAN23071	ENSG00000038002
HUMAN23072	ENSG00000218336
HUMAN23074	ENSG00000129187
HUMAN23077	ENSG00000151718
HUMAN23078	ENSG00000177300
HUMAN23079	ENSG00000185758
HUMAN23080	ENSG00000168564
HUMAN23081	ENSG00000168556
HUMAN23083	ENSG00000182552
HUMAN23084	ENSG00000168538
HUMAN23086	ENSG00000173320
HUMAN23088	ENSG00000164303
HUMAN23089	ENSG00000168310
HUMAN23092	ENSG00000164305
HUMAN23093	ENSG00000164306
HUMAN23094	ENSG00000151725
HUMAN23095	ENSG00000151726
HUMAN23097	ENSG00000187821
HUMAN23098	ENSG00000151729
HUMAN23099	ENSG00000164323
HUMAN23100	ENSG00000109762
HUMAN23101	ENSG00000109771
HUMAN23102	ENSG00000186352
HUMAN23103	ENSG00000109775
HUMAN23105	ENSG00000205129
HUMAN23107	ENSG00000168491
HUMAN23110	ENSG00000154553
HUMAN23111	ENSG00000154556
HUMAN23116	ENSG00000164342
HUMAN23117	ENSG00000109794
HUMAN23119	ENSG00000145476
HUMAN23120	ENSG00000164344
HUMAN23122	ENSG00000088926
HUMAN23124	ENSG00000168412
HUMAN23125	ENSG00000083857
HUMAN23128	ENSG00000179059
HUMAN23129	ENSG00000179046
HUMAN23130	ENSG00000184108
HUMAN23131	ENSG00000109536
HUMAN23134	ENSG00000205097
HUMAN23135	ENSG00000260596
HUMAN23136	ENSG00000153404
HUMAN23137	ENSG00000185028
HUMAN23138	ENSG00000164366
HUMAN23139	ENSG00000073578
HUMAN23142	ENSG00000249915
HUMAN23143	ENSG00000063438
HUMAN23145	ENSG00000180104
HUMAN23146	ENSG00000066230
HUMAN23147	ENSG00000112877
HUMAN23148	ENSG00000171368
HUMAN23149	ENSG00000206077
HUMAN23151	ENSG00000188818
HUMAN23154	ENSG00000028310
HUMAN23157	ENSG00000071539
HUMAN23159	ENSG00000145506
HUMAN23161	ENSG00000113504
HUMAN23162	ENSG00000174358
HUMAN23163	ENSG00000164363
HUMAN23164	ENSG00000164362
HUMAN23165	ENSG00000049656
HUMAN23166	ENSG00000142319
HUMAN23167	ENSG00000153395
HUMAN23168	ENSG00000171421
HUMAN23169	ENSG00000145494
HUMAN23171	ENSG00000113430
HUMAN23172	ENSG00000170561
HUMAN23173	ENSG00000186493
HUMAN23175	ENSG00000170549
HUMAN23176	ENSG00000145536
HUMAN23177	ENSG00000164151
HUMAN23178	ENSG00000133398
HUMAN23179	ENSG00000215218
HUMAN23180	ENSG00000037474
HUMAN23181	ENSG00000145545
HUMAN23183	ENSG00000112941
HUMAN23184	ENSG00000078295
HUMAN23185	ENSG00000215217
HUMAN23186	ENSG00000124275
HUMAN23187	ENSG00000124279
HUMAN23188	ENSG00000112902
HUMAN23189	ENSG00000169777
HUMAN23190	ENSG00000150756
HUMAN23192	ENSG00000150753
HUMAN23194	ENSG00000164237
HUMAN23195	ENSG00000145495
HUMAN23196	ENSG00000145491
HUMAN23198	ENSG00000164236
HUMAN23199	ENSG00000112977
HUMAN23201	ENSG00000169862
HUMAN23202	ENSG00000039139
HUMAN23203	ENSG00000038382
HUMAN23204	ENSG00000281325
HUMAN23205	ENSG00000145569
HUMAN23206	ENSG00000154124
HUMAN23207	ENSG00000154122
HUMAN23209	ENSG00000183580
HUMAN23210	ENSG00000183654
HUMAN23211	ENSG00000173545
HUMAN23212	ENSG00000154153
HUMAN23213	ENSG00000145555
HUMAN23214	ENSG00000176788
HUMAN23215	ENSG00000145526
HUMAN23216	ENSG00000154162
HUMAN23217	ENSG00000164256
HUMAN23218	ENSG00000040731
HUMAN23219	ENSG00000113100
HUMAN23220	ENSG00000113361
HUMAN23221	ENSG00000113360
HUMAN23222	ENSG00000082213
HUMAN23224	ENSG00000133401
HUMAN23225	ENSG00000113384
HUMAN23227	ENSG00000150712
HUMAN23229	ENSG00000056097
HUMAN23230	ENSG00000113387
HUMAN23234	ENSG00000113389
HUMAN23236	ENSG00000113407
HUMAN23238	ENSG00000151388
HUMAN23239	ENSG00000182631
HUMAN23240	ENSG00000164175
HUMAN23242	ENSG00000242110
HUMAN23245	ENSG00000273294
HUMAN23246	ENSG00000082196
HUMAN23248	ENSG00000039560
HUMAN23250	ENSG00000205838
HUMAN23251	ENSG00000113456
HUMAN23253	ENSG00000113460
HUMAN23254	ENSG00000168724
HUMAN23255	ENSG00000113492
HUMAN23257	ENSG00000113494
HUMAN23259	ENSG00000152582
HUMAN23261	ENSG00000168685
HUMAN23263	ENSG00000152611
HUMAN23264	ENSG00000145626
HUMAN23267	ENSG00000168671
HUMAN23268	ENSG00000164187
HUMAN23269	ENSG00000145604
HUMAN23271	ENSG00000152620
HUMAN23272	ENSG00000164188
HUMAN23273	ENSG00000079215
HUMAN23274	ENSG00000164190
HUMAN23275	ENSG00000197603
HUMAN23277	ENSG00000113569
HUMAN23278	ENSG00000082068
HUMAN23279	ENSG00000168621
HUMAN23280	ENSG00000164318
HUMAN23282	ENSG00000113594
HUMAN23283	ENSG00000145623
HUMAN23286	ENSG00000164327
HUMAN23287	ENSG00000082074
HUMAN23288	ENSG00000113600
HUMAN23289	ENSG00000153071
HUMAN23293	ENSG00000113638
HUMAN23294	ENSG00000171522
HUMAN23295	ENSG00000132356
HUMAN23296	ENSG00000279126
HUMAN23298	ENSG00000145592
HUMAN23299	ENSG00000132357
HUMAN23300	ENSG00000112936
HUMAN23301	ENSG00000171495
HUMAN23302	ENSG00000039537
HUMAN23303	ENSG00000182836
HUMAN23304	ENSG00000083720
HUMAN23305	ENSG00000205765
HUMAN23307	ENSG00000151876
HUMAN23308	ENSG00000112964
HUMAN23310	ENSG00000198865
HUMAN23311	ENSG00000250722
HUMAN23312	ENSG00000177721
HUMAN23314	ENSG00000172262
HUMAN23317	ENSG00000177453
HUMAN23318	ENSG00000112972
HUMAN23319	ENSG00000151882
HUMAN23320	ENSG00000151881
HUMAN23321	ENSG00000172244
HUMAN23322	ENSG00000172239
HUMAN23323	ENSG00000112992
HUMAN23325	ENSG00000070193
HUMAN23326	ENSG00000112996
HUMAN23327	ENSG00000164588
HUMAN23328	ENSG00000170571
HUMAN23329	ENSG00000151883
HUMAN23332	ENSG00000016082
HUMAN23333	ENSG00000213949
HUMAN23334	ENSG00000152684
HUMAN23335	ENSG00000164171
HUMAN23337	ENSG00000164172
HUMAN23338	ENSG00000134363
HUMAN23340	ENSG00000164258
HUMAN23342	ENSG00000185305
HUMAN23343	ENSG00000169271
HUMAN23344	ENSG00000178996
HUMAN23346	ENSG00000164283
HUMAN23347	ENSG00000113088
HUMAN23348	ENSG00000145649
HUMAN23349	ENSG00000164287
HUMAN23351	ENSG00000164294
HUMAN23352	ENSG00000234602
HUMAN23353	ENSG00000152669
HUMAN23354	ENSG00000067248
HUMAN23355	ENSG00000039123
HUMAN23357	ENSG00000067113
HUMAN23360	ENSG00000177058
HUMAN23362	ENSG00000152670
HUMAN23366	ENSG00000164509
HUMAN23368	ENSG00000134352
HUMAN23369	ENSG00000164512
HUMAN23370	ENSG00000225940
HUMAN23371	ENSG00000095015
HUMAN23372	ENSG00000155542
HUMAN23374	ENSG00000155545
HUMAN23377	ENSG00000062194
HUMAN23378	ENSG00000169067
HUMAN23379	ENSG00000145632
HUMAN23380	ENSG00000175857
HUMAN23381	ENSG00000152932
HUMAN23383	ENSG00000113448
HUMAN23387	ENSG00000280447
HUMAN23388	ENSG00000035499
HUMAN23391	ENSG00000164181
HUMAN23392	ENSG00000049167
HUMAN23393	ENSG00000164182
HUMAN23395	ENSG00000188725
HUMAN23396	ENSG00000130449
HUMAN23397	ENSG00000068796
HUMAN23398	ENSG00000086189
HUMAN23399	ENSG00000086200
HUMAN23401	ENSG00000186105
HUMAN23402	ENSG00000178394
HUMAN23403	ENSG00000164197
HUMAN23404	ENSG00000186479
HUMAN23405	ENSG00000145642
HUMAN23407	ENSG00000153006
HUMAN23408	ENSG00000153015
HUMAN23410	ENSG00000049192
HUMAN23411	ENSG00000123219
HUMAN23414	ENSG00000113593
HUMAN23415	ENSG00000113595
HUMAN23416	ENSG00000113597
HUMAN23417	ENSG00000253251
HUMAN23418	ENSG00000197860
HUMAN23419	ENSG00000123213
HUMAN23421	ENSG00000112851
HUMAN23424	ENSG00000153914
HUMAN23427	ENSG00000069020
HUMAN23436	ENSG00000134061
HUMAN23437	ENSG00000145675
HUMAN23440	ENSG00000145740
HUMAN23442	ENSG00000134057
HUMAN23444	ENSG00000153044
HUMAN23445	ENSG00000134056
HUMAN23447	ENSG00000134058
HUMAN23448	ENSG00000183323
HUMAN23449	ENSG00000085231
HUMAN23450	ENSG00000273841
HUMAN23452	ENSG00000152942
HUMAN23454	ENSG00000152939
HUMAN23455	ENSG00000197822
HUMAN23456	ENSG00000183474
HUMAN23457	ENSG00000205572
HUMAN23460	ENSG00000205571
HUMAN23463	ENSG00000172058
HUMAN23466	ENSG00000172062
HUMAN23468	ENSG00000249437
HUMAN23471	ENSG00000145736
HUMAN23472	ENSG00000145734
HUMAN23473	ENSG00000131844
HUMAN23474	ENSG00000164326
HUMAN23475	ENSG00000131711
HUMAN23476	ENSG00000113048
HUMAN23478	ENSG00000049883
HUMAN23480	ENSG00000178175
HUMAN23481	ENSG00000083312
HUMAN23482	ENSG00000157107
HUMAN23484	ENSG00000157111
HUMAN23485	ENSG00000164325
HUMAN23486	ENSG00000251493
HUMAN23487	ENSG00000145741
HUMAN23488	ENSG00000164331
HUMAN23490	ENSG00000164338
HUMAN23491	ENSG00000214944
HUMAN23492	ENSG00000171617
HUMAN23493	ENSG00000049860
HUMAN23495	ENSG00000164347
HUMAN23496	ENSG00000164346
HUMAN23497	ENSG00000198780
HUMAN23498	ENSG00000176928
HUMAN23499	ENSG00000145700
HUMAN23500	ENSG00000113161
HUMAN23501	ENSG00000113163
HUMAN23502	ENSG00000122008
HUMAN23503	ENSG00000189045
HUMAN23504	ENSG00000152359
HUMAN23506	ENSG00000122012
HUMAN23507	ENSG00000254893
HUMAN23508	ENSG00000145703
HUMAN23511	ENSG00000164220
HUMAN23512	ENSG00000181104
HUMAN23514	ENSG00000164251
HUMAN23515	ENSG00000171643
HUMAN23516	ENSG00000145708
HUMAN23517	ENSG00000164252
HUMAN23519	ENSG00000132846
HUMAN23520	ENSG00000113231
HUMAN23521	ENSG00000164253
HUMAN23524	ENSG00000171540
HUMAN23527	ENSG00000171530
HUMAN23528	ENSG00000132842
HUMAN23529	ENSG00000085365
HUMAN23531	ENSG00000145685
HUMAN23532	ENSG00000113273
HUMAN23533	ENSG00000132837
HUMAN23534	ENSG00000132840
HUMAN23535	ENSG00000145692
HUMAN23536	ENSG00000152409
HUMAN23537	ENSG00000152413
HUMAN23538	ENSG00000164329
HUMAN23539	ENSG00000164309
HUMAN23541	ENSG00000177034
HUMAN23542	ENSG00000113296
HUMAN23544	ENSG00000164300
HUMAN23545	ENSG00000164299
HUMAN23546	ENSG00000039319
HUMAN23549	ENSG00000152380
HUMAN23550	ENSG00000189127
HUMAN23551	ENSG00000228716
HUMAN23552	ENSG00000113318
HUMAN23553	ENSG00000113319
HUMAN23554	ENSG00000131730
HUMAN23555	ENSG00000131732
HUMAN23556	ENSG00000172497
HUMAN23557	ENSG00000145687
HUMAN23559	ENSG00000152348
HUMAN23561	ENSG00000186468
HUMAN23564	ENSG00000205464
HUMAN23565	ENSG00000174695
HUMAN23566	ENSG00000152422
HUMAN23567	ENSG00000038427
HUMAN23568	ENSG00000145681
HUMAN23569	ENSG00000164176
HUMAN23570	ENSG00000127184
HUMAN23571	ENSG00000145715
HUMAN23572	ENSG00000134480
HUMAN23575	ENSG00000164180
HUMAN23576	ENSG00000081189
HUMAN23579	ENSG00000153140
HUMAN23581	ENSG00000176055
HUMAN23583	ENSG00000113356
HUMAN23585	ENSG00000176018
HUMAN23586	ENSG00000164199
HUMAN23587	ENSG00000113369
HUMAN23588	ENSG00000175745
HUMAN23589	ENSG00000113391
HUMAN23590	ENSG00000248483
HUMAN23591	ENSG00000185261
HUMAN23592	ENSG00000133302
HUMAN23593	ENSG00000175471
HUMAN23595	ENSG00000153347
HUMAN23596	ENSG00000198677
HUMAN23597	ENSG00000164291
HUMAN23599	ENSG00000178015
HUMAN23600	ENSG00000175449
HUMAN23601	ENSG00000145757
HUMAN23603	ENSG00000164292
HUMAN23607	ENSG00000173221
HUMAN23608	ENSG00000118985
HUMAN23611	ENSG00000175426
HUMAN23612	ENSG00000153113
HUMAN23614	ENSG00000164307
HUMAN23616	ENSG00000164308
HUMAN23619	ENSG00000113441
HUMAN23620	ENSG00000145721
HUMAN23621	ENSG00000058729
HUMAN23625	ENSG00000174136
HUMAN23626	ENSG00000279232
HUMAN23627	ENSG00000153922
HUMAN23629	ENSG00000174132
HUMAN23630	ENSG00000113532
HUMAN23632	ENSG00000173930
HUMAN23633	ENSG00000205359
HUMAN23634	ENSG00000145730
HUMAN23635	ENSG00000145723
HUMAN23637	ENSG00000145725
HUMAN23639	ENSG00000181751
HUMAN23640	ENSG00000112874
HUMAN23641	ENSG00000184349
HUMAN23643	ENSG00000145743
HUMAN23644	ENSG00000151422
HUMAN23645	ENSG00000198961
HUMAN23646	ENSG00000112893
HUMAN23647	ENSG00000186952
HUMAN23648	ENSG00000164209
HUMAN23649	ENSG00000145777
HUMAN23650	ENSG00000134987
HUMAN23651	ENSG00000152495
HUMAN23652	ENSG00000164211
HUMAN23656	ENSG00000134986
HUMAN23658	ENSG00000129595
HUMAN23660	ENSG00000134982
HUMAN23663	ENSG00000153037
HUMAN23664	ENSG00000129625
HUMAN23667	ENSG00000212643
HUMAN23669	ENSG00000172795
HUMAN23670	ENSG00000171444
HUMAN23671	ENSG00000212122
HUMAN23672	ENSG00000047188
HUMAN23673	ENSG00000080709
HUMAN23675	ENSG00000152503
HUMAN23679	ENSG00000164219
HUMAN23680	ENSG00000164221
HUMAN23681	ENSG00000145780
HUMAN23682	ENSG00000251201
HUMAN23683	ENSG00000134970
HUMAN23684	ENSG00000129596
HUMAN23685	ENSG00000145782
HUMAN23688	ENSG00000177879
HUMAN23690	ENSG00000172901
HUMAN23691	ENSG00000268223
HUMAN23692	ENSG00000145781
HUMAN23693	ENSG00000092421
HUMAN23694	ENSG00000169570
HUMAN23695	ENSG00000172869
HUMAN23696	ENSG00000145779
HUMAN23698	ENSG00000133835
HUMAN23699	ENSG00000164334
HUMAN23700	ENSG00000184838
HUMAN23702	ENSG00000181867
