ENSAPOT00000015153	XM_022192334
ENSATET00000031818	XM_026370634
ENSATET00000006841	XM_026356336
ENSATET00000014130	XM_026360953
ENSATET00000015323	XM_026341888
ENSATET00000015323	XM_026341889
ENSATET00000033960	XM_026351007
ENSATET00000033988	XM_026351009
ENSATET00000022050	XM_026347461
ENSATET00000028081	XM_026364594
ENSATET00000021375	XM_026353286
ENSATET00000015429	XM_026372983
ENSATET00000023995	XM_026342966
ENSATET00000017554	XM_026349385
ENSATET00000017554	XM_026349386
ENSATET00000036754	XM_026347427
ENSATET00000004897	XM_026356374
ENSATET00000013199	XM_026348079
ENSATET00000024993	XM_026362615
ENSATET00000024993	XM_026362616
ENSATET00000024993	XM_026362618
ENSATET00000024993	XM_026362619
ENSATET00000024993	XM_026362620
ENSATET00000025026	XM_026362617
ENSATET00000030184	XM_026377226
ENSATET00000014032	XM_026360930
ENSATET00000020468	XM_026351546
ENSATET00000020468	XM_026351547
ENSATET00000031145	XM_026339488
ENSATET00000022517	XM_026342738
ENSATET00000022527	XM_026342738
ENSATET00000022541	XM_026342738
ENSATET00000036358	XM_026349301
ENSATET00000036299	XM_026347863
ENSATET00000005845	XM_026362791
ENSATET00000005845	XM_026362792
ENSATET00000008693	XM_026341165
ENSATET00000023290	XM_026359362
ENSATET00000034983	XM_026372226
ENSATET00000034988	XM_026372228
ENSATET00000010741	XM_026370995
ENSATET00000010741	XM_026370996
ENSATET00000010741	XM_026370998
ENSATET00000029935	XM_026344445
ENSATET00000004537	XM_026370091
ENSATET00000020704	XM_026355787
ENSATET00000036390	XM_026370985
ENSATET00000029127	XM_026370526
ENSATET00000033133	XM_026379158
ENSATET00000011155	XM_026372996
ENSATET00000005121	XM_026352947
ENSATET00000005121	XM_026352948
ENSATET00000005121	XM_026352949
ENSATET00000005121	XM_026352950
ENSATET00000005121	XM_026352951
ENSATET00000017489	XM_026347179
ENSATET00000007874	XM_026373612
ENSATET00000011517	XM_026375824
ENSATET00000023993	XM_026351126
ENSATET00000009819	XM_026359476
ENSATET00000022650	XM_026368989
ENSATET00000022650	XM_026368990
ENSATET00000004944	XM_026373472
ENSATET00000004990	XM_026344560
ENSATET00000004990	XM_026344561
ENSATET00000009311	XM_026375491
ENSATET00000009311	XM_026375493
ENSATET00000009362	XM_026375494
ENSATET00000009362	XM_026375495
ENSATET00000033003	XM_026350581
ENSATET00000019908	XM_026376421
ENSATET00000029296	XM_026359690
ENSATET00000010235	XM_026374216
ENSATET00000010247	XM_026374212
ENSATET00000010247	XM_026374213
ENSATET00000010247	XM_026374214
ENSATET00000010247	XM_026374215
ENSATET00000010257	XM_026374217
ENSATET00000010257	XM_026374218
ENSATET00000010257	XM_026374219
ENSATET00000016531	XM_026351689
ENSATET00000018794	XM_026350219
ENSATET00000019538	XM_026374495
ENSATET00000019557	XM_026374501
ENSATET00000030610	XM_026379121
ENSATET00000018888	XM_026351368
ENSATET00000018888	XM_026351370
ENSATET00000003027	XM_026352862
ENSATET00000021437	XM_026348646
ENSATET00000031593	XM_026355642
ENSATET00000031601	XM_026355643
ENSATET00000016722	XM_026363580
ENSATET00000034419	XM_026350897
ENSATET00000034419	XM_026350898
ENSATET00000034436	XM_026350899
ENSATET00000034436	XM_026350900
ENSATET00000034436	XM_026350902
ENSATET00000034459	XM_026350901
ENSATET00000034459	XM_026350903
ENSATET00000034937	XM_026372770
ENSATET00000012499	XM_026347867
ENSATET00000009067	XM_026363298
ENSATET00000009067	XM_026363299
ENSATET00000001168	XM_026358745
ENSATET00000028206	XM_026350194
ENSATET00000033876	XM_026351014
ENSATET00000030438	XM_026338942
ENSATET00000014381	XM_026343715
ENSATET00000013886	XM_026353705
ENSATET00000013886	XM_026353706
ENSATET00000008945	XM_026345702
ENSATET00000027253	XM_026341711
ENSATET00000002260	XM_026355450
ENSATET00000002268	XM_026355451
ENSATET00000003596	XM_026372984
ENSATET00000028781	XM_026379077
ENSATET00000029564	XM_026354360
ENSATET00000031888	XM_026360603
ENSATET00000000496	XM_026368427
ENSATET00000010153	XM_026364425
ENSATET00000016766	XM_026349007
ENSATET00000023186	XM_026344035
ENSATET00000023186	XM_026344036
ENSATET00000023186	XM_026344037
ENSATET00000005918	XM_026356981
ENSATET00000006243	XM_026342032
ENSATET00000014355	XM_026353709
ENSATET00000029135	XM_026339205
ENSATET00000029135	XM_026339206
ENSATET00000029146	XM_026339207
ENSATET00000029146	XM_026339208
ENSATET00000017852	XM_026354893
ENSATET00000026711	XM_026361301
ENSATET00000026711	XM_026361302
ENSATET00000026711	XM_026361303
ENSATET00000012929	XR_003299057
ENSATET00000033651	XM_026350614
ENSATET00000033668	XM_026350613
ENSATET00000033668	XM_026350615
ENSATET00000009675	XM_026371292
ENSATET00000025563	XM_026353172
ENSATET00000036624	XM_026366900
ENSATET00000022423	XM_026359352
ENSATET00000022020	XR_003297385
ENSATET00000034280	XM_026367967
ENSATET00000021039	XM_026357066
ENSATET00000021039	XM_026357067
ENSATET00000017226	XM_026375280
ENSATET00000023368	XM_026370470
ENSATET00000017977	XM_026342011
ENSATET00000036899	XM_026347539
ENSATET00000036899	XM_026347540
ENSATET00000014227	XM_026347766
ENSATET00000014227	XM_026347768
ENSATET00000014245	XM_026347769
ENSATET00000014245	XM_026347770
ENSATET00000014253	XM_026347771
ENSATET00000009467	XM_026355604
ENSATET00000014965	XM_026340059
ENSATET00000014965	XM_026340060
ENSATET00000021892	XM_026358168
ENSATET00000004053	XM_026365761
ENSATET00000011451	XM_026377308
ENSATET00000011479	XM_026377309
ENSATET00000019266	XM_026375114
ENSATET00000019266	XM_026375116
ENSATET00000035251	XM_026372011
ENSATET00000030710	XM_026374727
ENSATET00000020985	XM_026373566
ENSATET00000000869	XM_026370835
ENSATET00000000151	XM_026338979
ENSATET00000001054	XM_026361309
ENSATET00000002240	XM_026353391
ENSATET00000020999	XM_026373568
ENSATET00000013225	XM_026359516
ENSATET00000033217	XM_026356368
ENSATET00000027123	XM_026344969
ENSATET00000021915	XM_026373286
ENSATET00000018790	XM_026363622
ENSATET00000036483	XM_026370099
ENSATET00000020079	XM_026353978
ENSATET00000020990	XM_026373567
ENSATET00000034895	XM_026373407
ENSATET00000025252	XM_026341907
ENSATET00000004769	XM_026351213
ENSATET00000016797	XM_026369118
ENSATET00000011820	XM_026362161
ENSATET00000009666	XR_003297952
ENSATET00000030461	XM_026378912
ENSATET00000005773	XM_026379114
ENSATET00000006589	XM_026370872
ENSATET00000006598	XM_026370873
ENSATET00000017711	XM_026377509
ENSATET00000016929	XM_026364274
ENSATET00000016929	XM_026364275
ENSATET00000011927	XM_026351983
ENSATET00000020164	XM_026375102
ENSATET00000020164	XM_026375103
ENSATET00000002878	XM_026348168
ENSATET00000002878	XM_026348169
ENSATET00000035062	XM_026367218
ENSATET00000009314	XM_026351892
ENSATET00000009314	XM_026351893
ENSATET00000033036	XM_026343146
ENSATET00000021099	XM_026353970
ENSATET00000021099	XM_026353971
ENSATET00000033107	XM_026343149
ENSATET00000003336	XM_026368672
ENSATET00000011528	XM_026372432
ENSATET00000014406	XM_026353633
ENSATET00000032581	XM_026366220
ENSATET00000019620	XR_003299049
ENSATET00000006136	XM_026339954
ENSATET00000006144	XM_026339956
ENSATET00000006731	XM_026379010
ENSATET00000006731	XM_026379014
ENSATET00000006740	XM_026379015
ENSATET00000006753	XM_026379012
ENSATET00000006753	XM_026379013
ENSATET00000031023	XM_026359558
ENSATET00000033191	XM_026378277
ENSATET00000036842	XM_026372009
ENSATET00000036844	XM_026372010
ENSATET00000034539	XM_026376424
ENSATET00000015248	XM_026349744
ENSATET00000030199	XM_026366069
ENSATET00000033461	XM_026367156
ENSATET00000033461	XM_026367165
ENSATET00000033461	XM_026367175
ENSATET00000009548	XM_026347842
ENSATET00000009548	XM_026347843
ENSATET00000025149	XM_026364915
ENSATET00000033080	XM_026343141
ENSATET00000031299	XM_026358904
ENSATET00000031299	XM_026358905
ENSATET00000034825	XM_026373032
ENSATET00000027918	XM_026374172
ENSATET00000016978	XM_026376947
ENSATET00000009656	XM_026351892
ENSATET00000009656	XM_026351893
ENSATET00000028164	XM_026361664
ENSATET00000028186	XM_026361665
ENSATET00000028659	XM_026371596
ENSATET00000003394	XM_026341128
ENSATET00000030282	XM_026362440
ENSATET00000030282	XM_026362441
ENSATET00000033606	XM_026368421
ENSATET00000022173	XM_026376730
ENSATET00000034627	XM_026368066
ENSATET00000034627	XM_026368067
ENSATET00000036166	XM_026370064
ENSATET00000036166	XM_026370065
ENSATET00000036166	XM_026370066
ENSATET00000036169	XM_026370067
ENSATET00000018902	XM_026341055
ENSATET00000018902	XM_026341056
ENSATET00000018902	XM_026341059
ENSATET00000030802	XM_026377240
ENSATET00000023523	XM_026378792
ENSATET00000002845	XM_026353518
ENSATET00000003851	XM_026354486
ENSATET00000004063	XM_026357716
ENSATET00000029895	XM_026345795
ENSATET00000013303	XM_026345275
ENSATET00000017557	XM_026349725
ENSATET00000036701	XM_026346760
ENSATET00000027377	XM_026362554
ENSATET00000027377	XM_026362555
ENSATET00000027377	XM_026362557
ENSATET00000027395	XM_026362556
ENSATET00000027395	XM_026362558
ENSATET00000026525	XM_026368435
ENSATET00000021702	XM_026371646
ENSATET00000021702	XM_026371647
ENSATET00000021702	XM_026371648
ENSATET00000021702	XM_026371649
ENSATET00000021702	XM_026371650
ENSATET00000022370	XM_026355675
ENSATET00000031027	XM_026341502
ENSATET00000031053	XM_026341503
ENSATET00000003326	XM_026349998
ENSATET00000025723	XM_026365758
ENSATET00000025746	XM_026365756
ENSATET00000025746	XM_026365758
ENSATET00000034290	XM_026343920
ENSATET00000012118	XM_026366151
ENSATET00000012135	XM_026366150
ENSATET00000018854	XM_026345867
ENSATET00000018854	XM_026345868
ENSATET00000018865	XM_026345869
ENSATET00000008898	XM_026366917
ENSATET00000008898	XM_026366918
ENSATET00000008294	XM_026371812
ENSATET00000008310	XM_026371811
ENSATET00000011860	XM_026353659
ENSATET00000011860	XM_026353660
ENSATET00000001279	XM_026364794
ENSATET00000007233	XM_026362644
ENSATET00000013861	XM_026353908
ENSATET00000022783	XM_026338845
ENSATET00000022783	XM_026338846
ENSATET00000030602	XM_026360718
ENSATET00000004370	XM_026359233
ENSATET00000005269	XM_026348430
ENSATET00000014258	XM_026370130
ENSATET00000018891	XM_026375410
ENSATET00000018909	XM_026375411
ENSATET00000029696	XM_026341532
ENSATET00000006370	XM_026363966
ENSATET00000006370	XM_026363967
ENSATET00000015790	XM_026358321
ENSATET00000005816	XM_026359731
ENSATET00000002685	XM_026347727
ENSATET00000005168	XM_026340233
ENSATET00000028249	XM_026357722
ENSATET00000028269	XM_026357723
ENSATET00000035110	XM_026351930
ENSATET00000022328	XM_026352196
ENSATET00000022328	XM_026352197
ENSATET00000028049	XM_026375577
ENSATET00000015865	XM_026353607
ENSATET00000002231	XM_026353570
ENSATET00000002238	XM_026353570
ENSATET00000028544	XM_026346528
ENSATET00000031896	XM_026370538
ENSATET00000011999	XM_026343252
ENSATET00000027138	XM_026366405
ENSATET00000027147	XM_026366406
ENSATET00000036532	XM_026360310
ENSATET00000003004	XM_026356305
ENSATET00000015028	XM_026353861
ENSATET00000015028	XM_026353862
ENSATET00000015047	XM_026353863
ENSATET00000031859	XM_026363738
ENSATET00000015204	XM_026360745
ENSATET00000021700	XM_026340241
ENSATET00000006381	XM_026372331
ENSATET00000007131	XM_026367088
ENSATET00000020852	XM_026354429
ENSATET00000033058	XM_026342972
ENSATET00000034134	XM_026363485
ENSATET00000023112	XM_026378561
ENSATET00000023158	XM_026378562
ENSATET00000000015	XM_026366692
ENSATET00000000046	XM_026366693
ENSATET00000000057	XM_026366694
ENSATET00000025221	XM_026343323
ENSATET00000025221	XM_026343331
ENSATET00000007215	XM_026357370
ENSATET00000008940	XM_026377183
ENSATET00000012425	XM_026350572
ENSATET00000027475	XM_026339041
ENSATET00000027989	XM_026356061
ENSATET00000019055	XM_026346712
ENSATET00000019055	XM_026346713
ENSATET00000019055	XM_026346714
ENSATET00000031688	XM_026373208
ENSATET00000031688	XM_026373209
ENSATET00000021960	XM_026362058
ENSATET00000023417	XM_026353452
ENSATET00000030258	XM_026352841
ENSATET00000030269	XM_026352840
ENSATET00000029925	XM_026353271
ENSATET00000026943	XM_026339633
ENSATET00000001706	XM_026352844
ENSATET00000003710	XM_026363857
ENSATET00000014383	XM_026357798
ENSATET00000005900	XM_026360060
ENSATET00000014455	XM_026365399
ENSATET00000001034	XM_026360641
ENSATET00000001034	XM_026360642
ENSATET00000001034	XM_026360643
ENSATET00000000177	XM_026352360
ENSATET00000001218	XM_026369795
ENSATET00000000456	XM_026374641
ENSATET00000009100	XM_026363800
ENSATET00000000982	XM_026373261
ENSATET00000000986	XM_026373263
ENSATET00000000986	XM_026373264
ENSATET00000012249	XM_026345850
ENSATET00000012249	XM_026345852
ENSATET00000016021	XM_026356916
ENSATET00000007114	XM_026358044
ENSATET00000028633	XM_026372383
ENSATET00000023702	XM_026358789
ENSATET00000035712	XM_026360823
ENSATET00000035712	XM_026360830
ENSATET00000035712	XM_026360839
ENSATET00000035712	XM_026360847
ENSATET00000025222	XM_026377703
ENSATET00000027352	XM_026339707
ENSATET00000010327	XM_026354992
ENSATET00000010327	XM_026354994
ENSATET00000030725	XM_026353767
ENSATET00000015895	XM_026356729
ENSATET00000001858	XM_026366302
ENSATET00000028979	XM_026342337
ENSATET00000028989	XM_026342338
ENSATET00000033552	XM_026354151
ENSATET00000033552	XM_026354152
ENSATET00000033570	XM_026354153
ENSATET00000033570	XM_026354154
ENSATET00000011251	XM_026352282
ENSATET00000026856	XM_026364661
ENSATET00000035645	XR_003297954
ENSATET00000034165	XM_026371636
ENSATET00000034165	XM_026371637
ENSATET00000034165	XM_026371639
ENSATET00000036453	XM_026372920
ENSATET00000028003	XM_026355614
ENSATET00000028003	XM_026355615
ENSATET00000009169	XM_026357718
ENSATET00000009169	XM_026357719
ENSATET00000017501	XM_026347589
ENSATET00000035901	XM_026372391
ENSATET00000010385	XM_026377330
ENSATET00000035392	XM_026372882
ENSATET00000003768	XM_026373573
ENSATET00000011343	XM_026348369
ENSATET00000011343	XM_026348370
ENSATET00000034366	XM_026371862
ENSATET00000028294	XM_026356263
ENSATET00000028676	XM_026343533
ENSATET00000002312	XM_026365870
ENSATET00000002312	XM_026365871
ENSATET00000020871	XM_026359716
ENSATET00000020918	XM_026359717
ENSATET00000020940	XM_026359718
ENSATET00000020986	XM_026359719
ENSATET00000020986	XM_026359720
ENSATET00000021542	XM_026355170
ENSATET00000030616	XM_026363387
ENSATET00000003746	XM_026363681
ENSATET00000003746	XM_026363685
ENSATET00000003765	XM_026363683
ENSATET00000003776	XM_026363682
ENSATET00000017762	XM_026370392
ENSATET00000017776	XM_026370393
ENSATET00000023076	XM_026373228
ENSATET00000023076	XM_026373229
ENSATET00000033159	XM_026351407
ENSATET00000028068	XM_026340351
ENSATET00000029705	XM_026368682
ENSATET00000031677	XM_026339397
ENSATET00000031734	XM_026339398
ENSATET00000006639	XM_026346439
ENSATET00000006651	XM_026346440
ENSATET00000019448	XM_026376213
ENSATET00000019448	XM_026376214
ENSATET00000008569	XM_026373577
ENSATET00000012486	XM_026378469
ENSATET00000004806	XM_026374702
ENSATET00000005692	XM_026351879
ENSATET00000006706	XM_026344626
ENSATET00000002596	XM_026372897
ENSATET00000010211	XM_026374222
ENSATET00000010211	XM_026374223
ENSATET00000010211	XM_026374224
ENSATET00000019998	XR_003298150
ENSATET00000020124	XM_026345871
ENSATET00000028025	XM_026378852
ENSATET00000028025	XM_026378853
ENSATET00000032577	XM_026360025
ENSATET00000003676	XM_026378180
ENSATET00000008134	XM_026369058
ENSATET00000015354	XM_026342214
ENSATET00000023233	XM_026351036
ENSATET00000023233	XM_026351037
ENSATET00000011803	XM_026356770
ENSATET00000009860	XM_026375364
ENSATET00000007427	XM_026351773
ENSATET00000007702	XM_026366319
ENSATET00000012659	XM_026376490
ENSATET00000027548	XM_026371552
ENSATET00000027548	XM_026371553
ENSATET00000027548	XM_026371556
ENSATET00000003355	XM_026352172
ENSATET00000011852	XM_026362832
ENSATET00000011939	XM_026362834
ENSATET00000011955	XM_026362835
ENSATET00000011983	XM_026362837
ENSATET00000005154	XM_026377941
ENSATET00000001567	XM_026377428
ENSATET00000001567	XM_026377429
ENSATET00000001567	XM_026377430
ENSATET00000006548	XM_026373921
ENSATET00000006548	XM_026373922
ENSATET00000006548	XM_026373923
ENSATET00000006548	XM_026373924
ENSATET00000006548	XM_026373925
ENSATET00000006548	XM_026373926
ENSATET00000011811	XM_026362828
ENSATET00000011822	XM_026362829
ENSATET00000011837	XM_026362830
ENSATET00000011917	XM_026362833
ENSATET00000030751	XM_026366052
ENSATET00000028215	XM_026353551
ENSATET00000005053	XM_026359952
ENSATET00000005053	XM_026359953
ENSATET00000016061	XM_026375829
ENSATET00000019986	XR_003298139
ENSATET00000024196	XM_026371962
ENSATET00000012644	XM_026356429
ENSATET00000014731	XR_003299851
ENSATET00000020010	XR_003298149
ENSATET00000021670	XM_026356246
ENSATET00000000460	XM_026346354
ENSATET00000000469	XM_026346355
ENSATET00000001641	XM_026353361
ENSATET00000003679	XM_026357842
ENSATET00000003679	XM_026357843
ENSATET00000026049	XM_026341513
ENSATET00000035259	XM_026346138
ENSATET00000018529	XM_026353642
ENSATET00000032796	XM_026362742
ENSATET00000031297	XM_026374992
ENSATET00000001666	XM_026344657
ENSATET00000006728	XM_026348156
ENSATET00000006728	XM_026348159
ENSATET00000024975	XM_026352865
ENSATET00000025000	XM_026352866
ENSATET00000025028	XM_026352867
ENSATET00000025028	XM_026352868
ENSATET00000000198	XM_026378108
ENSATET00000006569	XM_026363283
ENSATET00000006569	XM_026363284
ENSATET00000018480	XM_026341270
ENSATET00000002229	XM_026373992
ENSATET00000002229	XM_026373993
ENSATET00000011383	XM_026360526
ENSATET00000017862	XM_026376563
ENSATET00000027736	XM_026354026
ENSATET00000002639	XM_026362032
ENSATET00000002639	XM_026362034
ENSATET00000002639	XM_026362035
ENSATET00000003187	XM_026341011
ENSATET00000025532	XM_026378255
ENSATET00000020896	XM_026363323
ENSATET00000020896	XM_026363329
ENSATET00000013621	XM_026344932
ENSATET00000024946	XM_026355417
ENSATET00000010880	XM_026344519
ENSATET00000014100	XM_026376862
ENSATET00000028792	XM_026339715
ENSATET00000028812	XM_026339713
ENSATET00000031796	XM_026377123
ENSATET00000025004	XM_026355394
ENSATET00000031810	XM_026378177
ENSATET00000007108	XM_026357441
ENSATET00000019430	XM_026364733
ENSATET00000019430	XM_026364734
ENSATET00000034429	XM_026351278
ENSATET00000022973	XM_026340569
ENSATET00000010549	XM_026366596
ENSATET00000022818	XR_003297718
ENSATET00000003805	XM_026342244
ENSATET00000014799	XM_026353694
ENSATET00000012382	XM_026343461
ENSATET00000036898	XM_026349380
ENSATET00000036999	XM_026348901
ENSATET00000036999	XM_026348902
ENSATET00000004497	XM_026366970
ENSATET00000011979	XM_026338851
ENSATET00000030487	XM_026339066
ENSATET00000036182	XM_026366976
ENSATET00000036182	XM_026366977
ENSATET00000008033	XM_026365576
ENSATET00000036554	XM_026360666
ENSATET00000010871	XM_026344524
ENSATET00000024670	XM_026340212
ENSATET00000023642	XM_026345872
ENSATET00000033166	XM_026354657
ENSATET00000030858	XM_026366307
ENSATET00000001248	XM_026368123
ENSATET00000005635	XM_026374014
ENSATET00000005635	XM_026374015
ENSATET00000005635	XM_026374016
ENSATET00000025227	XM_026364884
ENSATET00000025241	XM_026364883
ENSATET00000025241	XM_026364887
ENSATET00000025259	XM_026364885
ENSATET00000025259	XM_026364886
ENSATET00000025259	XM_026364887
ENSATET00000025287	XM_026364888
ENSATET00000008385	XR_003298148
ENSATET00000003777	XM_026352650
ENSATET00000004232	XM_026360364
ENSATET00000004232	XM_026360365
ENSATET00000012642	XM_026372099
ENSATET00000009698	XM_026365901
ENSATET00000025314	XM_026373174
ENSATET00000026801	XM_026365183
ENSATET00000017646	XM_026352742
ENSATET00000017646	XM_026352743
ENSATET00000017646	XM_026352744
ENSATET00000017646	XM_026352745
ENSATET00000017646	XM_026352747
ENSATET00000031987	XM_026355961
ENSATET00000028084	XM_026373448
ENSATET00000000013	XM_026344387
ENSATET00000000013	XM_026356635
ENSATET00000004528	XM_026365989
ENSATET00000007004	XM_026345875
ENSATET00000007132	XR_003297379
ENSATET00000021075	XR_003297473
ENSATET00000010987	XM_026349201
ENSATET00000008388	XR_003298147
ENSATET00000010282	XM_026350557
ENSATET00000010543	XM_026360943
ENSATET00000012071	XM_026347052
ENSATET00000032439	XM_026356657
ENSATET00000000281	XM_026350963
ENSATET00000000289	XM_026350962
ENSATET00000015340	XM_026371743
ENSATET00000025629	XM_026365398
ENSATET00000008384	XR_003298145
ENSATET00000036661	XM_026347032
ENSATET00000036661	XM_026347033
ENSATET00000003847	XM_026364592
ENSATET00000010051	XM_026363989
ENSATET00000007091	XM_026367663
ENSATET00000007091	XM_026367664
ENSATET00000035535	XM_026357259
ENSATET00000003820	XM_026352354
ENSATET00000022714	XM_026346979
ENSATET00000011028	XM_026347925
ENSATET00000011028	XM_026347926
ENSATET00000001182	XM_026364803
ENSATET00000007129	XR_003297378
ENSATET00000020333	XR_003298657
ENSATET00000021063	XR_003297471
ENSATET00000021063	XR_003297474
ENSATET00000022893	XM_026350158
ENSATET00000011887	XM_026350134
ENSATET00000011887	XM_026350136
ENSATET00000011887	XM_026350141
ENSATET00000011907	XM_026350135
ENSATET00000011907	XM_026350141
ENSATET00000013954	XM_026350457
ENSATET00000014229	XM_026364842
ENSATET00000014229	XM_026364844
ENSATET00000014229	XM_026364845
ENSATET00000011127	XM_026349165
ENSATET00000003610	XM_026353510
ENSATET00000003610	XM_026353511
ENSATET00000026345	XM_026344128
ENSATET00000026345	XM_026344129
ENSATET00000026345	XM_026344130
ENSATET00000026345	XM_026344132
ENSATET00000014697	XM_026356477
ENSATET00000018440	XR_003298650
ENSATET00000003626	XM_026338902
ENSATET00000000654	XM_026349073
ENSATET00000019540	XR_003297949
ENSATET00000002557	XM_026354659
ENSATET00000007164	XM_026349412
ENSATET00000018970	XR_003299046
ENSATET00000018970	XR_003299052
ENSATET00000018970	XR_003299060
ENSATET00000018970	XR_003299061
ENSATET00000018970	XR_003299062
ENSATET00000018970	XR_003299063
ENSATET00000018970	XR_003299064
ENSATET00000018970	XR_003299065
ENSATET00000018970	XR_003299066
ENSATET00000018970	XR_003299067
ENSATET00000018970	XR_003299068
ENSATET00000018970	XR_003299069
ENSATET00000018970	XR_003299070
ENSATET00000018970	XR_003299071
ENSATET00000018970	XR_003299072
ENSATET00000018970	XR_003299080
ENSATET00000018970	XR_003299091
ENSATET00000018970	XR_003299098
ENSATET00000018970	XR_003299856
ENSATET00000018970	XR_003299857
ENSATET00000018970	XR_003299858
ENSATET00000018970	XR_003299860
ENSATET00000018970	XR_003299861
ENSATET00000018970	XR_003299862
ENSATET00000018970	XR_003299863
ENSATET00000019791	XM_026352779
ENSATET00000036391	XM_026352361
ENSATET00000023779	XM_026353174
ENSATET00000033565	XM_026359647
ENSATET00000033565	XM_026359655
ENSATET00000033565	XM_026359662
ENSATET00000000126	XM_026367613
ENSATET00000036089	XM_026350759
ENSATET00000036089	XM_026350769
ENSATET00000036089	XM_026350779
ENSATET00000006119	XM_026377711
ENSATET00000006119	XM_026377712
ENSATET00000006131	XM_026377713
ENSATET00000006131	XM_026377714
ENSATET00000010163	XM_026376682
ENSATET00000016805	XM_026346990
ENSATET00000016805	XM_026346991
ENSATET00000030676	XM_026366045
ENSATET00000030676	XM_026366046
ENSATET00000023217	XM_026352367
ENSATET00000032794	XM_026353785
ENSATET00000032794	XM_026353786
ENSATET00000034452	XM_026360006
ENSATET00000034452	XM_026360015
ENSATET00000034452	XM_026360022
ENSATET00000034452	XM_026360031
ENSATET00000034452	XM_026360040
ENSATET00000030158	XM_026340861
ENSATET00000030158	XM_026340862
ENSATET00000030158	XM_026340863
ENSATET00000018936	XM_026361248
ENSATET00000009563	XM_026357692
ENSATET00000009563	XM_026357693
ENSATET00000009563	XM_026357695
ENSATET00000009563	XM_026357697
ENSATET00000014246	XM_026344925
ENSATET00000014246	XM_026344926
ENSATET00000012543	XM_026363532
ENSATET00000032556	XM_026358973
ENSATET00000023738	XM_026356052
ENSATET00000018811	XM_026368591
ENSATET00000004184	XM_026358867
ENSATET00000015754	XM_026347467
ENSATET00000015228	XM_026356890
ENSATET00000036570	XM_026371070
ENSATET00000036617	XM_026373250
ENSATET00000018375	XM_026373662
ENSATET00000009156	XM_026377336
ENSATET00000011315	XM_026341177
ENSATET00000011315	XM_026341196
ENSATET00000019059	XM_026367587
ENSATET00000027527	XM_026368273
ENSATET00000004805	XM_026374879
ENSATET00000032540	XM_026360480
ENSATET00000005910	XM_026359990
ENSATET00000001388	XM_026344714
ENSATET00000010261	XM_026346759
ENSATET00000017725	XM_026341417
ENSATET00000032323	XM_026352154
ENSATET00000032323	XM_026352155
ENSATET00000007428	XM_026368028
ENSATET00000007428	XM_026368030
ENSATET00000014790	XM_026369771
ENSATET00000014790	XM_026369775
ENSATET00000023794	XM_026351043
ENSATET00000007545	XM_026355776
ENSATET00000007545	XM_026355777
ENSATET00000015454	XM_026351655
ENSATET00000024525	XM_026351079
ENSATET00000024536	XM_026351078
ENSATET00000009949	XM_026339116
ENSATET00000026874	XM_026342174
ENSATET00000031789	XM_026378884
ENSATET00000031789	XM_026378885
ENSATET00000031672	XM_026369859
ENSATET00000000278	XM_026365627
ENSATET00000018105	XM_026354266
ENSATET00000027055	XM_026357466
ENSATET00000027055	XM_026357468
ENSATET00000027074	XM_026357469
ENSATET00000027074	XM_026357470
ENSATET00000006487	XM_026362784
ENSATET00000006487	XM_026362785
ENSATET00000021227	XM_026374068
ENSATET00000007438	XM_026370124
ENSATET00000021415	XM_026369113
ENSATET00000020204	XM_026356633
ENSATET00000024917	XM_026365057
ENSATET00000021303	XM_026369120
ENSATET00000013851	XM_026355261
ENSATET00000013851	XM_026355262
ENSATET00000035236	XM_026370394
ENSATET00000035236	XM_026370395
ENSATET00000036470	XM_026367006
ENSATET00000011888	XM_026349174
ENSATET00000012239	XM_026348826
ENSATET00000023695	XM_026377010
ENSATET00000021207	XM_026369686
ENSATET00000003073	XM_026375392
ENSATET00000003073	XM_026375393
ENSATET00000014903	XM_026377168
ENSATET00000015043	XM_026356707
ENSATET00000015043	XM_026356708
ENSATET00000002027	XM_026359220
ENSATET00000002035	XM_026359222
ENSATET00000010225	XM_026373617
ENSATET00000013746	XM_026340308
ENSATET00000021140	XM_026369692
ENSATET00000032880	XM_026371206
ENSATET00000032880	XM_026371207
ENSATET00000032880	XM_026371208
ENSATET00000013443	XM_026368143
ENSATET00000010697	XM_026361141
ENSATET00000010697	XM_026361142
ENSATET00000010697	XM_026361143
ENSATET00000019227	XM_026368601
ENSATET00000012948	XM_026358036
ENSATET00000035839	XM_026371195
ENSATET00000035839	XM_026371196
ENSATET00000035839	XM_026371197
ENSATET00000016056	XM_026371455
ENSATET00000016056	XM_026371456
ENSATET00000016056	XM_026371457
ENSATET00000016056	XM_026371458
ENSATET00000021167	XM_026369371
ENSATET00000021204	XM_026369689
ENSATET00000009912	XM_026350384
ENSATET00000009912	XM_026350385
ENSATET00000008206	XM_026349633
ENSATET00000021350	XM_026369129
ENSATET00000035997	XM_026368692
ENSATET00000035997	XM_026368693
ENSATET00000010457	XM_026346091
ENSATET00000016967	XM_026360940
ENSATET00000003361	XM_026345923
ENSATET00000028839	XM_026339796
ENSATET00000016031	XM_026360746
ENSATET00000018453	XM_026378800
ENSATET00000023385	XM_026348599
ENSATET00000033244	XM_026353816
ENSATET00000025620	XM_026365894
ENSATET00000012107	XM_026351989
