HUMAN00001	ENST00000335137
HUMAN27185	ENST00000408949
HUMAN27185	ENST00000641592
HUMAN27186	ENST00000408979
HUMAN27187	ENST00000627593
HUMAN27189	ENST00000486333
HUMAN27190	ENST00000378115
HUMAN27191	ENST00000391496
HUMAN27191	ENST00000408951
HUMAN27191	ENST00000641044
HUMAN27191	ENST00000641810
HUMAN27192	ENST00000493325
HUMAN27192	ENST00000641841
HUMAN27193	ENST00000487179
HUMAN27194	ENST00000391496
HUMAN27194	ENST00000408951
HUMAN27194	ENST00000641044
HUMAN27194	ENST00000641810
HUMAN27195	ENST00000056217
HUMAN27195	ENST00000471847
HUMAN27196	ENST00000467773
HUMAN27196	ENST00000483238
HUMAN27198	ENST00000360057
HUMAN27200	ENST00000361727
HUMAN27200	ENST00000463592
HUMAN27200	ENST00000613345
HUMAN27201	ENST00000307003
HUMAN27202	ENST00000409469
HUMAN27202	ENST00000325222
HUMAN27202	ENST00000602748
HUMAN27202	ENST00000662716
HUMAN27202	ENST00000663044
HUMAN27202	ENST00000665936
HUMAN27203	ENST00000320356
HUMAN27203	ENST00000350995
HUMAN27203	ENST00000460911
HUMAN27203	ENST00000476773
HUMAN27203	ENST00000478654
HUMAN27203	ENST00000483967
HUMAN27205	ENST00000286091
HUMAN27205	ENST00000652332
HUMAN27207	ENST00000491431
HUMAN27208	ENST00000378061
HUMAN27210	ENST00000475153
HUMAN27210	ENST00000426851
HUMAN27210	ENST00000483892
HUMAN27210	ENST00000491174
HUMAN27211	ENST00000610704
HUMAN27211	ENST00000479907
HUMAN27212	ENST00000335870
HUMAN27215	ENST00000434415
HUMAN27215	ENST00000378052
HUMAN27215	ENST00000476295
HUMAN27217	ENST00000247930
HUMAN27218	ENST00000458143
HUMAN27218	ENST00000340622
HUMAN27219	ENST00000496259
HUMAN27222	ENST00000302017
HUMAN27223	ENST00000378016
HUMAN27224	ENST00000223210
HUMAN27226	ENST00000456496
HUMAN27226	ENST00000479613
HUMAN27226	ENST00000425642
HUMAN27226	ENST00000464662
HUMAN27226	ENST00000471877
HUMAN27226	ENST00000606024
HUMAN27226	ENST00000615196
HUMAN27226	ENST00000649866
HUMAN27230	ENST00000252071
HUMAN27232	ENST00000323078
HUMAN27232	ENST00000359623
HUMAN27232	ENST00000493307
HUMAN27233	ENST00000343855
HUMAN27234	ENST00000223271
HUMAN27234	ENST00000466675
HUMAN27234	ENST00000482669
HUMAN27237	ENST00000489432
HUMAN27237	ENST00000397281
HUMAN27237	ENST00000425389
HUMAN27237	ENST00000444957
HUMAN27241	ENST00000329630
HUMAN27243	ENST00000307271
HUMAN27244	ENST00000313543
HUMAN27245	ENST00000461940
HUMAN27246	ENST00000618759
HUMAN27247	ENST00000223293
HUMAN27249	ENST00000307194
HUMAN27250	ENST00000611999
HUMAN27251	ENST00000492607
HUMAN27251	ENST00000326442
HUMAN27251	ENST00000429904
HUMAN27251	ENST00000434545
HUMAN27251	ENST00000447204
HUMAN27251	ENST00000450753
HUMAN27252	ENST00000484928
HUMAN27252	ENST00000004103
HUMAN27253	ENST00000416793
HUMAN27253	ENST00000360937
HUMAN27253	ENST00000467291
HUMAN27253	ENST00000493429
HUMAN27254	ENST00000262186
HUMAN27254	ENST00000330883
HUMAN27256	ENST00000297494
HUMAN27256	ENST00000467517
HUMAN27256	ENST00000484524
HUMAN27257	ENST00000605952
HUMAN27257	ENST00000469530
HUMAN27257	ENST00000639579
HUMAN27261	ENST00000297504
HUMAN27261	ENST00000358849
HUMAN27261	ENST00000498578
HUMAN27261	ENST00000542328
HUMAN27262	ENST00000297512
HUMAN27262	ENST00000349064
HUMAN27262	ENST00000357922
HUMAN27262	ENST00000377904
HUMAN27262	ENST00000468325
HUMAN27263	ENST00000485972
HUMAN27263	ENST00000297518
HUMAN27264	ENST00000485713
HUMAN27264	ENST00000392826
HUMAN27264	ENST00000413384
HUMAN27264	ENST00000461735
HUMAN27265	ENST00000297532
HUMAN27265	ENST00000353841
HUMAN27265	ENST00000482571
HUMAN27266	ENST00000297533
HUMAN27266	ENST00000392818
HUMAN27266	ENST00000462940
HUMAN27266	ENST00000476627
HUMAN27266	ENST00000482202
HUMAN27267	ENST00000397238
HUMAN27267	ENST00000463381
HUMAN27267	ENST00000473312
HUMAN27267	ENST00000622464
HUMAN27271	ENST00000297537
HUMAN27272	ENST00000377867
HUMAN27272	ENST00000420175
HUMAN27272	ENST00000275838
HUMAN27275	ENST00000615129
HUMAN27278	ENST00000222388
HUMAN27278	ENST00000287844
HUMAN27280	ENST00000035307
HUMAN27281	ENST00000262188
HUMAN27281	ENST00000356800
HUMAN27281	ENST00000392811
HUMAN27283	ENST00000568733
HUMAN27286	ENST00000469830
HUMAN27286	ENST00000334493
HUMAN27286	ENST00000477459
HUMAN27286	ENST00000628331
HUMAN27287	ENST00000337323
HUMAN27287	ENST00000491928
HUMAN27289	ENST00000262187
HUMAN27291	ENST00000287878
HUMAN27291	ENST00000392801
HUMAN27291	ENST00000418337
HUMAN27291	ENST00000476632
HUMAN27291	ENST00000651378
HUMAN27291	ENST00000651764
HUMAN27291	ENST00000652159
HUMAN27294	ENST00000431418
HUMAN27294	ENST00000392800
HUMAN27294	ENST00000416062
HUMAN27294	ENST00000448366
HUMAN27294	ENST00000616416
HUMAN27295	ENST00000430044
HUMAN27295	ENST00000415421
HUMAN27295	ENST00000422997
HUMAN27295	ENST00000434507
HUMAN27297	ENST00000262189
HUMAN27297	ENST00000355193
HUMAN27298	ENST00000359321
HUMAN27299	ENST00000256001
HUMAN27299	ENST00000377776
HUMAN27299	ENST00000397282
HUMAN27301	ENST00000377770
HUMAN27301	ENST00000332007
HUMAN27302	ENST00000404141
HUMAN27302	ENST00000397192
HUMAN27304	ENST00000287907
HUMAN27305	ENST00000340368
HUMAN27305	ENST00000342407
HUMAN27308	ENST00000378120
HUMAN27309	ENST00000297375
HUMAN27310	ENST00000636446
HUMAN27310	ENST00000636372
HUMAN27311	ENST00000401878
HUMAN27311	ENST00000287912
HUMAN27314	ENST00000297261
HUMAN27318	ENST00000432459
HUMAN27318	ENST00000317955
HUMAN27318	ENST00000392741
HUMAN27318	ENST00000392743
HUMAN27318	ENST00000392747
HUMAN27318	ENST00000405335
HUMAN27320	ENST00000415428
HUMAN27322	ENST00000275820
HUMAN27325	ENST00000252971
HUMAN27325	ENST00000543409
HUMAN27328	ENST00000348165
HUMAN27328	ENST00000389103
HUMAN27328	ENST00000611269
HUMAN27330	ENST00000459889
HUMAN27330	ENST00000634080
HUMAN27333	ENST00000389418
HUMAN27333	ENST00000389413
HUMAN27333	ENST00000389416
HUMAN27334	ENST00000409339
HUMAN27334	ENST00000356309
HUMAN27334	ENST00000409423
HUMAN27335	ENST00000613624
HUMAN27336	ENST00000407559
HUMAN27337	ENST00000377633
HUMAN27337	ENST00000262178
HUMAN27340	ENST00000320901
HUMAN27341	ENST00000308811
HUMAN27341	ENST00000320552
HUMAN27341	ENST00000398612
HUMAN27342	ENST00000382824
HUMAN27342	ENST00000276326
HUMAN27342	ENST00000350302
HUMAN27342	ENST00000352684
HUMAN27343	ENST00000324079
HUMAN27343	ENST00000523656
HUMAN27343	ENST00000427263
HUMAN27343	ENST00000613071
HUMAN27346	ENST00000262109
HUMAN27348	ENST00000637795
HUMAN27350	ENST00000331222
HUMAN27350	ENST00000519254
HUMAN27350	ENST00000619400
HUMAN27350	ENST00000635751
HUMAN27350	ENST00000635970
HUMAN27350	ENST00000637083
HUMAN27350	ENST00000637156
HUMAN27352	ENST00000635855
HUMAN27353	ENST00000398564
HUMAN27353	ENST00000349830
HUMAN27353	ENST00000518288
HUMAN27353	ENST00000520359
HUMAN27353	ENST00000610399
HUMAN27353	ENST00000619613
HUMAN27353	ENST00000631758
HUMAN27353	ENST00000633616
HUMAN27354	ENST00000320248
HUMAN27354	ENST00000617214
HUMAN27355	ENST00000262113
HUMAN27356	ENST00000520002
HUMAN27356	ENST00000602557
HUMAN27357	ENST00000344683
HUMAN27357	ENST00000519480
HUMAN27357	ENST00000522905
HUMAN27357	ENST00000643429
HUMAN27357	ENST00000646478
HUMAN27357	ENST00000647051
HUMAN27358	ENST00000325203
HUMAN27358	ENST00000338312
HUMAN27358	ENST00000629816
HUMAN27359	ENST00000285518
HUMAN27359	ENST00000646327
HUMAN27361	ENST00000618742
HUMAN27361	ENST00000618990
HUMAN27362	ENST00000297439
HUMAN27362	ENST00000642865
HUMAN27363	ENST00000297436
HUMAN27363	ENST00000646187
HUMAN27364	ENST00000297435
HUMAN27364	ENST00000642522
HUMAN27365	ENST00000382689
HUMAN27365	ENST00000382692
HUMAN27365	ENST00000382679
HUMAN27365	ENST00000644528
HUMAN27365	ENST00000644617
HUMAN27365	ENST00000644834
HUMAN27365	ENST00000645146
HUMAN27366	ENST00000382689
HUMAN27366	ENST00000382692
HUMAN27366	ENST00000382679
HUMAN27366	ENST00000644528
HUMAN27366	ENST00000644617
HUMAN27366	ENST00000644834
HUMAN27366	ENST00000645146
HUMAN27367	ENST00000327857
HUMAN27368	ENST00000330590
HUMAN27368	ENST00000647159
HUMAN27369	ENST00000529559
HUMAN27370	ENST00000526929
HUMAN27371	ENST00000400156
HUMAN27372	ENST00000302247
HUMAN27372	ENST00000318157
HUMAN27372	ENST00000617136
HUMAN27372	ENST00000642856
HUMAN27372	ENST00000644124
HUMAN27373	ENST00000314357
HUMAN27373	ENST00000318124
HUMAN27373	ENST00000613448
HUMAN27373	ENST00000642635
HUMAN27373	ENST00000646258
HUMAN27373	ENST00000646344
HUMAN27380	ENST00000297498
HUMAN27380	ENST00000317900
HUMAN27380	ENST00000398462
HUMAN27380	ENST00000458665
HUMAN27380	ENST00000528168
HUMAN27380	ENST00000619134
HUMAN27380	ENST00000622314
HUMAN27381	ENST00000314265
HUMAN27381	ENST00000316169
HUMAN27381	ENST00000616398
HUMAN27381	ENST00000644603
HUMAN27381	ENST00000646913
HUMAN27382	ENST00000335186
HUMAN27382	ENST00000335479
HUMAN27382	ENST00000621252
HUMAN27382	ENST00000650001
HUMAN27382	ENST00000650390
HUMAN27383	ENST00000334773
HUMAN27383	ENST00000335510
HUMAN27383	ENST00000611610
HUMAN27383	ENST00000644948
HUMAN27384	ENST00000335021
HUMAN27384	ENST00000355602
HUMAN27384	ENST00000615431
HUMAN27384	ENST00000642785
HUMAN27384	ENST00000646983
HUMAN27385	ENST00000533250
HUMAN27385	ENST00000610320
HUMAN27385	ENST00000647089
HUMAN27386	ENST00000528972
HUMAN27387	ENST00000335021
HUMAN27387	ENST00000355602
HUMAN27387	ENST00000615431
HUMAN27387	ENST00000642785
HUMAN27387	ENST00000646983
HUMAN27388	ENST00000334773
HUMAN27388	ENST00000335510
HUMAN27388	ENST00000611610
HUMAN27388	ENST00000644948
HUMAN27389	ENST00000335186
HUMAN27389	ENST00000335479
HUMAN27389	ENST00000621252
HUMAN27389	ENST00000650001
HUMAN27389	ENST00000650390
HUMAN27390	ENST00000314265
HUMAN27390	ENST00000316169
HUMAN27390	ENST00000616398
HUMAN27390	ENST00000644603
HUMAN27390	ENST00000646913
HUMAN27391	ENST00000297498
HUMAN27391	ENST00000317900
HUMAN27391	ENST00000398462
HUMAN27391	ENST00000400125
HUMAN27391	ENST00000458665
HUMAN27391	ENST00000528168
HUMAN27391	ENST00000619134
HUMAN27391	ENST00000622314
HUMAN27397	ENST00000314357
HUMAN27397	ENST00000318124
HUMAN27397	ENST00000613448
HUMAN27397	ENST00000642635
HUMAN27397	ENST00000646258
HUMAN27397	ENST00000646344
HUMAN27398	ENST00000302247
HUMAN27398	ENST00000318157
HUMAN27398	ENST00000617136
HUMAN27398	ENST00000642856
HUMAN27398	ENST00000644124
HUMAN27399	ENST00000400120
HUMAN27400	ENST00000527080
HUMAN27401	ENST00000530484
HUMAN27402	ENST00000615670
HUMAN27402	ENST00000622241
HUMAN27403	ENST00000519106
HUMAN27403	ENST00000644143
HUMAN27404	ENST00000276282
HUMAN27405	ENST00000523898
HUMAN27405	ENST00000250263
HUMAN27405	ENST00000519292
HUMAN27407	ENST00000310455
HUMAN27407	ENST00000519699
HUMAN27407	ENST00000644687
HUMAN27407	ENST00000645121
HUMAN27408	ENST00000310430
HUMAN27411	ENST00000317173
HUMAN27411	ENST00000382490
HUMAN27411	ENST00000441698
HUMAN27411	ENST00000528246
HUMAN27411	ENST00000643047
HUMAN27411	ENST00000643332
HUMAN27411	ENST00000645254
HUMAN27411	ENST00000645318
HUMAN27414	ENST00000636217
HUMAN27415	ENST00000328655
HUMAN27415	ENST00000522210
HUMAN27418	ENST00000382483
HUMAN27419	ENST00000304519
HUMAN27422	ENST00000304501
HUMAN27422	ENST00000646538
HUMAN27423	ENST00000304501
HUMAN27423	ENST00000554914
HUMAN27423	ENST00000646538
HUMAN27424	ENST00000314787
HUMAN27424	ENST00000519088
HUMAN27426	ENST00000416569
HUMAN27428	ENST00000622929
HUMAN27429	ENST00000221086
HUMAN27429	ENST00000526292
HUMAN27429	ENST00000644306
HUMAN27429	ENST00000646141
HUMAN27430	ENST00000382435
HUMAN27430	ENST00000646844
HUMAN27431	ENST00000284486
HUMAN27431	ENST00000528897
HUMAN27431	ENST00000534308
HUMAN27432	ENST00000259089
HUMAN27433	ENST00000532059
HUMAN27433	ENST00000335135
HUMAN27433	ENST00000643249
HUMAN27433	ENST00000647274
HUMAN27434	ENST00000436750
HUMAN27434	ENST00000284503
HUMAN27434	ENST00000403422
HUMAN27434	ENST00000455213
HUMAN27434	ENST00000528323
HUMAN27435	ENST00000220584
HUMAN27435	ENST00000443614
HUMAN27435	ENST00000525777
HUMAN27435	ENST00000528643
HUMAN27435	ENST00000528812
HUMAN27435	ENST00000530664
HUMAN27435	ENST00000538689
HUMAN27435	ENST00000615631
HUMAN27435	ENST00000618539
HUMAN27435	ENST00000622850
HUMAN27435	ENST00000623368
HUMAN27437	ENST00000353047
HUMAN27437	ENST00000345125
HUMAN27437	ENST00000453527
HUMAN27437	ENST00000530640
HUMAN27437	ENST00000531089
HUMAN27437	ENST00000533455
HUMAN27437	ENST00000534510
HUMAN27437	ENST00000646105
HUMAN27437	ENST00000646239
HUMAN27438	ENST00000382209
HUMAN27438	ENST00000646795
HUMAN27439	ENST00000382208
HUMAN27439	ENST00000645596
HUMAN27440	ENST00000526438
HUMAN27440	ENST00000382205
HUMAN27440	ENST00000645046
HUMAN27440	ENST00000646417
HUMAN27441	ENST00000400079
HUMAN27441	ENST00000437818
HUMAN27441	ENST00000646760
HUMAN27442	ENST00000400085
HUMAN27442	ENST00000400078
HUMAN27443	ENST00000530447
HUMAN27444	ENST00000333796
HUMAN27446	ENST00000533852
HUMAN27450	ENST00000400079
HUMAN27450	ENST00000437818
HUMAN27450	ENST00000646760
HUMAN27451	ENST00000262365
HUMAN27452	ENST00000398246
HUMAN27455	ENST00000400069
HUMAN27455	ENST00000524591
HUMAN27455	ENST00000528753
HUMAN27457	ENST00000276297
HUMAN27457	ENST00000316609
HUMAN27457	ENST00000358919
HUMAN27457	ENST00000511869
HUMAN27457	ENST00000512044
HUMAN27457	ENST00000520226
HUMAN27459	ENST00000297324
HUMAN27460	ENST00000382080
HUMAN27461	ENST00000503731
HUMAN27461	ENST00000382020
HUMAN27462	ENST00000445506
HUMAN27465	ENST00000180166
HUMAN27466	ENST00000318063
HUMAN27468	ENST00000262096
HUMAN27469	ENST00000361272
HUMAN27469	ENST00000523917
HUMAN27473	ENST00000324849
HUMAN27473	ENST00000425020
HUMAN27473	ENST00000521829
HUMAN27479	ENST00000180173
HUMAN27479	ENST00000521857
HUMAN27480	ENST00000004531
HUMAN27480	ENST00000398090
HUMAN27480	ENST00000470360
HUMAN27480	ENST00000494857
HUMAN27480	ENST00000522656
HUMAN27481	ENST00000251630
HUMAN27481	ENST00000541323
HUMAN27482	ENST00000262102
HUMAN27482	ENST00000381861
HUMAN27482	ENST00000297488
HUMAN27482	ENST00000381869
HUMAN27482	ENST00000519263
HUMAN27482	ENST00000544260
HUMAN27482	ENST00000634613
HUMAN27485	ENST00000398056
HUMAN27485	ENST00000381840
HUMAN27485	ENST00000381841
HUMAN27485	ENST00000398054
HUMAN27485	ENST00000427924
HUMAN27485	ENST00000518650
HUMAN27485	ENST00000522444
HUMAN27486	ENST00000325083
HUMAN27487	ENST00000381733
HUMAN27487	ENST00000262097
HUMAN27487	ENST00000314146
HUMAN27487	ENST00000635998
HUMAN27487	ENST00000637790
HUMAN27496	ENST00000545197
HUMAN27497	ENST00000286479
HUMAN27498	ENST00000428502
HUMAN27503	ENST00000265807
HUMAN27503	ENST00000518040
HUMAN27503	ENST00000519207
HUMAN27504	ENST00000454498
HUMAN27504	ENST00000332246
HUMAN27504	ENST00000397998
HUMAN27504	ENST00000519222
HUMAN27504	ENST00000522854
HUMAN27505	ENST00000397977
HUMAN27508	ENST00000311322
HUMAN27508	ENST00000650287
HUMAN27510	ENST00000276373
HUMAN27510	ENST00000265808
HUMAN27510	ENST00000381608
HUMAN27510	ENST00000437980
HUMAN27510	ENST00000440926
HUMAN27510	ENST00000519026
HUMAN27511	ENST00000276390
HUMAN27514	ENST00000381569
HUMAN27514	ENST00000265801
HUMAN27514	ENST00000522290
HUMAN27514	ENST00000616228
HUMAN27515	ENST00000524240
HUMAN27515	ENST00000517328
HUMAN27515	ENST00000517892
HUMAN27515	ENST00000518077
HUMAN27517	ENST00000276420
HUMAN27519	ENST00000433566
HUMAN27520	ENST00000521157
HUMAN27520	ENST00000289820
HUMAN27520	ENST00000381530
HUMAN27520	ENST00000397940
HUMAN27520	ENST00000518119
HUMAN27520	ENST00000615914
HUMAN27520	ENST00000621538
HUMAN27521	ENST00000359441
HUMAN27521	ENST00000518533
HUMAN27522	ENST00000265800
HUMAN27522	ENST00000358242
HUMAN27522	ENST00000381470
HUMAN27522	ENST00000415253
HUMAN27522	ENST00000432128
HUMAN27522	ENST00000443491
HUMAN27522	ENST00000517305
HUMAN27522	ENST00000517600
HUMAN27522	ENST00000519907
HUMAN27522	ENST00000523266
HUMAN27522	ENST00000523782
HUMAN27524	ENST00000450006
HUMAN27524	ENST00000289921
HUMAN27525	ENST00000611621
HUMAN27526	ENST00000381418
HUMAN27526	ENST00000312841
HUMAN27528	ENST00000523293
HUMAN27530	ENST00000306317
HUMAN27530	ENST00000424267
HUMAN27532	ENST00000318561
HUMAN27535	ENST00000306385
HUMAN27535	ENST00000306349
HUMAN27535	ENST00000471755
HUMAN27535	ENST00000520970
HUMAN27535	ENST00000521385
HUMAN27537	ENST00000321613
HUMAN27537	ENST00000454243
HUMAN27538	ENST00000306433
HUMAN27538	ENST00000397802
HUMAN27539	ENST00000356766
HUMAN27539	ENST00000454009
HUMAN27539	ENST00000521356
HUMAN27539	ENST00000611073
HUMAN27540	ENST00000359741
HUMAN27540	ENST00000381237
HUMAN27540	ENST00000240095
HUMAN27540	ENST00000289952
HUMAN27542	ENST00000397775
HUMAN27542	ENST00000240139
HUMAN27542	ENST00000289963
HUMAN27544	ENST00000240123
HUMAN27544	ENST00000523965
HUMAN27546	ENST00000265810
HUMAN27546	ENST00000308354
HUMAN27546	ENST00000339162
HUMAN27546	ENST00000397760
HUMAN27546	ENST00000397761
HUMAN27546	ENST00000409141
HUMAN27546	ENST00000409417
HUMAN27548	ENST00000450780
HUMAN27550	ENST00000289989
HUMAN27550	ENST00000409586
HUMAN27554	ENST00000308511
HUMAN27554	ENST00000389279
HUMAN27556	ENST00000276416
HUMAN27556	ENST00000519513
HUMAN27560	ENST00000317216
HUMAN27560	ENST00000522910
HUMAN27562	ENST00000256404
HUMAN27564	ENST00000519685
HUMAN27564	ENST00000251822
HUMAN27564	ENST00000522948
HUMAN27565	ENST00000276431
HUMAN27565	ENST00000347739
HUMAN27567	ENST00000356864
HUMAN27568	ENST00000312584
HUMAN27569	ENST00000221132
HUMAN27570	ENST00000397677
HUMAN27570	ENST00000313219
HUMAN27570	ENST00000519503
HUMAN27573	ENST00000411463
HUMAN27574	ENST00000389131
HUMAN27577	ENST00000358689
HUMAN27577	ENST00000417069
HUMAN27578	ENST00000519973
HUMAN27578	ENST00000290075
HUMAN27579	ENST00000380871
HUMAN27579	ENST00000523261
HUMAN27580	ENST00000325017
HUMAN27581	ENST00000290271
HUMAN27581	ENST00000524323
HUMAN27582	ENST00000265769
HUMAN27582	ENST00000437154
HUMAN27585	ENST00000256412
HUMAN27585	ENST00000522298
HUMAN27587	ENST00000380789
HUMAN27588	ENST00000221166
HUMAN27588	ENST00000433454
HUMAN27589	ENST00000610854
HUMAN27591	ENST00000276440
HUMAN27591	ENST00000481100
HUMAN27592	ENST00000421054
HUMAN27592	ENST00000276414
HUMAN27593	ENST00000221200
HUMAN27594	ENST00000330560
HUMAN27595	ENST00000520164
HUMAN27595	ENST00000535548
HUMAN27599	ENST00000315985
HUMAN27599	ENST00000380737
HUMAN27601	ENST00000380629
HUMAN27601	ENST00000518611
HUMAN27601	ENST00000520409
HUMAN27601	ENST00000523515
HUMAN27602	ENST00000522362
HUMAN27603	ENST00000521913
HUMAN27605	ENST00000380572
HUMAN27605	ENST00000380586
HUMAN27605	ENST00000276393
HUMAN27605	ENST00000354550
HUMAN27605	ENST00000380573
HUMAN27605	ENST00000380582
HUMAN27605	ENST00000519096
HUMAN27605	ENST00000521711
HUMAN27607	ENST00000265770
HUMAN27607	ENST00000350889
HUMAN27607	ENST00000519997
HUMAN27607	ENST00000523048
HUMAN27609	ENST00000305364
HUMAN27610	ENST00000397501
HUMAN27610	ENST00000346049
HUMAN27610	ENST00000420218
HUMAN27610	ENST00000517339
HUMAN27611	ENST00000407991
HUMAN27611	ENST00000240132
HUMAN27613	ENST00000521400
HUMAN27613	ENST00000380476
HUMAN27613	ENST00000521780
HUMAN27614	ENST00000316403
HUMAN27614	ENST00000405140
HUMAN27614	ENST00000523500
HUMAN27615	ENST00000301904
HUMAN27615	ENST00000337221
HUMAN27616	ENST00000356537
HUMAN27616	ENST00000522915
HUMAN27617	ENST00000305188
HUMAN27617	ENST00000397418
HUMAN27618	ENST00000522944
HUMAN27618	ENST00000301905
HUMAN27619	ENST00000354914
HUMAN27619	ENST00000380385
HUMAN27619	ENST00000518030
HUMAN27619	ENST00000524352
HUMAN27620	ENST00000413272
HUMAN27622	ENST00000256398
HUMAN27622	ENST00000380353
HUMAN27622	ENST00000521015
HUMAN27622	ENST00000537665
HUMAN27624	ENST00000301908
HUMAN27624	ENST00000522209
HUMAN27625	ENST00000344423
HUMAN27625	ENST00000523095
HUMAN27625	ENST00000523202
HUMAN27627	ENST00000346498
HUMAN27629	ENST00000240093
HUMAN27629	ENST00000537916
HUMAN27630	ENST00000220562
HUMAN27632	ENST00000521022
HUMAN27632	ENST00000416984
HUMAN27632	ENST00000521777
HUMAN27634	ENST00000524238
HUMAN27634	ENST00000287701
HUMAN27634	ENST00000397358
HUMAN27634	ENST00000521516
HUMAN27634	ENST00000558662
HUMAN27635	ENST00000524189
HUMAN27637	ENST00000240100
HUMAN27637	ENST00000240101
HUMAN27639	ENST00000521265
HUMAN27645	ENST00000518192
HUMAN27647	ENST00000320542
HUMAN27648	ENST00000221114
HUMAN27650	ENST00000287771
HUMAN27650	ENST00000339877
HUMAN27650	ENST00000397323
HUMAN27650	ENST00000320203
HUMAN27654	ENST00000355904
HUMAN27656	ENST00000517349
HUMAN27658	ENST00000221130
HUMAN27658	ENST00000537535
HUMAN27658	ENST00000541648
HUMAN27658	ENST00000546342
HUMAN27661	ENST00000265616
HUMAN27663	ENST00000221138
HUMAN27665	ENST00000256246
HUMAN27667	ENST00000339382
HUMAN27667	ENST00000475541
HUMAN27668	ENST00000298139
HUMAN27670	ENST00000523534
HUMAN27676	ENST00000327671
HUMAN27676	ENST00000518672
HUMAN27676	ENST00000524021
HUMAN27677	ENST00000360742
HUMAN27677	ENST00000431156
HUMAN27677	ENST00000613904
HUMAN27678	ENST00000360128
HUMAN27679	ENST00000256257
HUMAN27680	ENST00000256261
HUMAN27680	ENST00000523956
HUMAN27681	ENST00000416672
HUMAN27682	ENST00000399881
HUMAN27684	ENST00000331569
HUMAN27686	ENST00000276461
HUMAN27686	ENST00000523887
HUMAN27686	ENST00000335171
HUMAN27686	ENST00000518586
HUMAN27686	ENST00000519638
HUMAN27686	ENST00000521644
HUMAN27686	ENST00000523107
HUMAN27686	ENST00000648919
HUMAN27687	ENST00000328195
HUMAN27689	ENST00000412232
HUMAN27689	ENST00000315215
HUMAN27690	ENST00000220659
HUMAN27692	ENST00000330843
HUMAN27692	ENST00000287263
HUMAN27692	ENST00000524118
HUMAN27693	ENST00000307599
HUMAN27696	ENST00000345060
HUMAN27697	ENST00000338825
HUMAN27698	ENST00000343823
HUMAN27698	ENST00000428278
HUMAN27698	ENST00000521652
HUMAN27700	ENST00000276449
HUMAN27701	ENST00000311351
HUMAN27703	ENST00000287322
HUMAN27703	ENST00000432471
HUMAN27704	ENST00000397166
HUMAN27704	ENST00000517385
HUMAN27704	ENST00000520272
HUMAN27705	ENST00000419686
HUMAN27705	ENST00000424479
HUMAN27705	ENST00000422581
HUMAN27705	ENST00000529359
HUMAN27707	ENST00000317025
HUMAN27707	ENST00000316985
HUMAN27707	ENST00000433384
HUMAN27707	ENST00000527502
HUMAN27709	ENST00000379957
HUMAN27709	ENST00000297720
HUMAN27709	ENST00000523983
HUMAN27709	ENST00000527710
HUMAN27711	ENST00000425967
HUMAN27711	ENST00000484370
HUMAN27711	ENST00000326324
HUMAN27711	ENST00000335922
HUMAN27711	ENST00000356207
HUMAN27711	ENST00000397091
HUMAN27711	ENST00000397108
HUMAN27711	ENST00000397113
HUMAN27711	ENST00000447712
HUMAN27711	ENST00000532791
HUMAN27713	ENST00000358138
HUMAN27713	ENST00000437935
HUMAN27715	ENST00000317827
HUMAN27715	ENST00000276520
HUMAN27715	ENST00000518415
HUMAN27715	ENST00000520615
HUMAN27716	ENST00000617275
HUMAN27717	ENST00000302495
HUMAN27719	ENST00000456397
HUMAN27719	ENST00000456845
HUMAN27719	ENST00000397070
HUMAN27722	ENST00000487273
HUMAN27722	ENST00000379917
HUMAN27724	ENST00000379907
HUMAN27724	ENST00000615420
HUMAN27726	ENST00000265707
HUMAN27726	ENST00000379866
HUMAN27726	ENST00000520772
HUMAN27726	ENST00000613609
HUMAN27726	ENST00000633688
HUMAN27726	ENST00000633768
HUMAN27727	ENST00000265708
HUMAN27727	ENST00000347580
HUMAN27727	ENST00000613160
HUMAN27727	ENST00000620181
HUMAN27728	ENST00000522495
HUMAN27728	ENST00000518237
HUMAN27729	ENST00000502986
HUMAN27730	ENST00000315792
HUMAN27731	ENST00000297737
HUMAN27731	ENST00000315769
HUMAN27734	ENST00000220772
HUMAN27736	ENST00000518270
HUMAN27736	ENST00000357743
HUMAN27736	ENST00000405786
HUMAN27736	ENST00000520817
HUMAN27737	ENST00000518671
HUMAN27737	ENST00000276533
HUMAN27737	ENST00000520710
HUMAN27738	ENST00000396987
HUMAN27740	ENST00000518699
HUMAN27740	ENST00000524115
HUMAN27743	ENST00000265709
HUMAN27743	ENST00000314214
HUMAN27743	ENST00000522543
HUMAN27743	ENST00000289734
HUMAN27743	ENST00000347528
HUMAN27743	ENST00000348036
HUMAN27744	ENST00000265713
HUMAN27744	ENST00000396930
HUMAN27746	ENST00000518421
HUMAN27746	ENST00000174653
HUMAN27746	ENST00000396926
HUMAN27746	ENST00000530375
HUMAN27749	ENST00000429089
HUMAN27749	ENST00000220809
HUMAN27749	ENST00000352041
HUMAN27751	ENST00000519735
HUMAN27751	ENST00000520810
HUMAN27751	ENST00000416505
HUMAN27751	ENST00000649612
HUMAN27755	ENST00000265421
HUMAN27758	ENST00000220812
HUMAN27760	ENST00000521158
HUMAN27760	ENST00000022615
HUMAN27761	ENST00000342228
HUMAN27761	ENST00000520179
